benchmark;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem
zipcpu_zipcpu_dcache-p563;avr;unk;-1;3573.03;52586.60;36557.0;btormc;time;-1;3600.10;3599.99;1833.0;cosa2;time;-1;3600.10;14497.31;26634.0;nuxmv;time;-1;3600.10;10797.70;7103.0;pono;time;-1;3600.10;14496.18;44498.0
zipcpu_zipcpu_dcache-p570;avr;uns;-1;7.81;102.87;6616.0;btormc;time;-1;3600.10;3599.91;2323.0;cosa2;uns;-1;860.40;3464.35;7671.0;nuxmv;uns;-1;119.24;355.12;1913.0;pono;uns;-1;145.58;586.02;3123.0
zipcpu_zipcpu_dcache-p577;avr;uns;-1;10.93;155.52;5704.0;btormc;time;-1;3600.10;3599.95;1966.0;cosa2;uns;-1;941.31;3790.33;5609.0;nuxmv;uns;-1;172.38;514.62;2595.0;pono;uns;-1;67.81;272.74;1803.0
zipcpu_zipcpu_dcache-p578;avr;uns;-1;29.92;457.80;7576.0;btormc;time;-1;3600.09;3599.99;2209.0;cosa2;time;-1;3600.10;14495.67;11543.0;nuxmv;uns;-1;633.70;1898.60;2756.0;pono;time;-1;3600.10;14499.51;17394.0
zipcpu_zipcpu_dcache-p579;avr;uns;-1;2227.41;35660.49;19655.0;btormc;time;-1;3600.09;3599.96;1391.0;cosa2;time;-1;3600.10;14498.27;22069.0;nuxmv;time;-1;3600.10;10797.68;10147.0;pono;time;-1;3600.10;14499.32;100681.0
zipcpu_zipcpu_dcache-p582;avr;unk;-1;3575.64;53684.11;24553.0;btormc;time;-1;3600.09;3599.88;1170.0;cosa2;time;-1;3600.11;14497.47;14503.0;nuxmv;time;-1;3600.10;8207.38;7310.0;pono;time;-1;3600.10;14497.94;23974.0
zipcpu_zipcpu_dcache-p588;avr;uns;-1;1.61;14.08;1527.0;btormc;uns;-1;0.91;0.79;51.0;cosa2;uns;-1;0.84;2.98;231.0;nuxmv;uns;-1;175.35;523.48;2018.0;pono;uns;-1;0.74;2.86;241.0
zipcpu_zipcpu_dcache-p595;avr;unk;-1;3562.68;56944.44;64865.0;btormc;time;-1;3600.09;3599.97;1788.0;cosa2;time;-1;3600.10;14497.71;17198.0;nuxmv;time;-1;3600.09;10797.60;7619.0;pono;time;-1;3600.10;14497.45;28246.0
zipcpu_zipcpu_piped-p013;avr;uns;-1;1.35;10.79;1249.0;btormc;uns;-1;0.31;0.20;20.0;cosa2;uns;-1;0.41;1.00;119.0;nuxmv;uns;-1;1.98;3.78;309.0;pono;uns;-1;0.38;1.13;124.0
zipcpu_zipcpu_piped-p015;avr;uns;-1;1.56;14.10;1453.0;btormc;uns;-1;0.32;0.30;27.0;cosa2;uns;-1;0.41;1.01;118.0;nuxmv;uns;-1;1.94;3.68;294.0;pono;uns;-1;0.38;1.12;123.0
zipcpu_zipcpu_piped-p020;avr;uns;-1;1.40;10.81;1286.0;btormc;uns;-1;0.32;0.30;25.0;cosa2;uns;-1;0.43;1.41;137.0;nuxmv;uns;-1;1.94;3.52;290.0;pono;uns;-1;0.39;1.13;123.0
zipcpu_zipcpu_piped-p033;avr;uns;-1;1.41;11.27;1242.0;btormc;uns;-1;0.07;0.00;0.0;cosa2;uns;-1;0.28;0.59;92.0;nuxmv;uns;-1;1.02;0.80;143.0;pono;uns;-1;0.31;0.69;123.0
zipcpu_zipcpu_piped-p034;avr;uns;-1;1.40;10.97;1292.0;btormc;uns;-1;0.07;0.00;0.0;cosa2;uns;-1;0.27;0.58;93.0;nuxmv;uns;-1;0.99;0.96;151.0;pono;uns;-1;0.30;0.70;123.0
zipcpu_zipcpu_piped-p040;avr;uns;-1;1.44;12.31;1412.0;btormc;uns;-1;0.33;0.30;27.0;cosa2;uns;-1;0.41;1.02;118.0;nuxmv;uns;-1;2.42;5.01;318.0;pono;uns;-1;0.38;1.10;123.0
zipcpu_zipcpu_piped-p048;avr;uns;-1;1.38;10.90;1207.0;btormc;uns;-1;0.31;0.20;20.0;cosa2;uns;-1;0.41;1.01;118.0;nuxmv;uns;-1;1.91;3.64;299.0;pono;uns;-1;0.38;1.10;123.0
zipcpu_zipcpu_piped-p073;avr;uns;-1;1.53;14.43;1398.0;btormc;uns;-1;0.32;0.29;27.0;cosa2;uns;-1;0.41;0.99;116.0;nuxmv;uns;-1;6.68;17.79;538.0;pono;uns;-1;0.40;1.05;121.0
zipcpu_zipcpu_piped-p081;avr;uns;-1;2577.49;36713.93;25471.0;btormc;time;-1;3600.09;3599.95;1427.0;cosa2;time;-1;3600.10;14497.64;3360.0;nuxmv;time;-1;3600.10;8459.84;3653.0;pono;time;-1;3600.10;14497.33;9081.0
zipcpu_zipcpu_piped-p102;avr;uns;-1;20.02;299.88;8390.0;btormc;time;-1;3600.09;3599.93;3077.0;cosa2;uns;-1;1610.06;6482.98;5624.0;nuxmv;uns;-1;238.00;711.81;2612.0;pono;uns;-1;1338.30;5389.22;8300.0
zipcpu_zipcpu_piped-p110;avr;uns;-1;1.14;8.09;952.0;btormc;uns;-1;0.15;0.09;16.0;cosa2;uns;-1;0.27;0.59;93.0;nuxmv;uns;-1;1.23;1.48;210.0;pono;uns;-1;0.30;0.72;124.0
zipcpu_zipcpu_piped-p111;avr;uns;-1;1.57;14.73;1533.0;btormc;uns;-1;0.32;0.30;25.0;cosa2;uns;-1;0.42;1.35;115.0;nuxmv;uns;-1;1.95;3.50;298.0;pono;uns;-1;0.39;1.11;123.0
zipcpu_zipcpu_piped-p112;avr;uns;-1;1.83;19.02;1895.0;btormc;time;-1;3600.09;3599.97;2622.0;cosa2;uns;-1;114.76;461.67;1768.0;nuxmv;uns;-1;57.46;170.27;1055.0;pono;uns;-1;51.56;207.30;1718.0
zipcpu_zipcpu_piped-p115;avr;uns;-1;1.11;7.85;981.0;btormc;uns;-1;0.15;0.10;17.0;cosa2;uns;-1;0.26;0.60;93.0;nuxmv;uns;-1;1.30;1.78;224.0;pono;uns;-1;0.29;0.72;124.0
zipcpu_zipcpu_piped-p131;avr;uns;-1;1.59;14.08;1426.0;btormc;uns;-1;0.35;0.30;27.0;cosa2;uns;-1;0.42;0.99;118.0;nuxmv;uns;-1;2.62;5.51;325.0;pono;uns;-1;0.43;1.47;144.0
zipcpu_zipcpu_piped-p132;avr;uns;-1;1.90;19.24;1884.0;btormc;time;-1;3600.09;3599.92;2600.0;cosa2;uns;-1;828.41;3335.56;4607.0;nuxmv;uns;-1;198.65;593.70;2367.0;pono;uns;-1;136.24;547.46;3864.0
zipcpu_zipcpu_piped-p142;avr;uns;-1;1.59;14.39;1519.0;btormc;time;-1;3600.09;3599.95;2952.0;cosa2;uns;-1;3080.72;12198.68;11144.0;nuxmv;uns;-1;84.43;251.02;1853.0;pono;uns;-1;1018.87;4102.46;13112.0
zipcpu_zipcpu_piped-p146;avr;uns;-1;35.22;543.21;7711.0;btormc;time;-1;3600.09;3599.93;2820.0;cosa2;time;-1;3600.10;14497.54;5041.0;nuxmv;uns;-1;1323.08;3966.08;4427.0;pono;time;-1;3600.10;14496.44;14449.0
zipcpu_zipcpu_piped-p155;avr;uns;-1;1.46;12.17;1394.0;btormc;uns;-1;0.33;0.29;26.0;cosa2;uns;-1;0.42;0.96;116.0;nuxmv;uns;-1;1.97;3.73;307.0;pono;uns;-1;0.61;1.01;116.0
zipcpu_zipcpu_piped-p156;avr;uns;-1;1.67;16.79;1761.0;btormc;time;-1;3600.09;3599.85;2835.0;cosa2;uns;-1;869.57;3501.49;4496.0;nuxmv;uns;-1;54.55;161.50;1408.0;pono;uns;-1;351.94;1416.93;4453.0
zipcpu_zipcpu_piped-p160;avr;uns;-1;2.03;21.96;1927.0;btormc;time;-1;3600.09;3599.94;1966.0;cosa2;uns;-1;348.99;1404.66;3801.0;nuxmv;uns;-1;109.08;324.95;1795.0;pono;time;-1;3600.10;14498.29;19270.0
zipcpu_zipcpu_piped-p162;avr;unk;-1;3573.90;49363.43;36134.0;btormc;time;-1;3600.10;3599.90;1772.0;cosa2;time;-1;3600.10;14495.12;3461.0;nuxmv;time;-1;3600.10;8832.93;5205.0;pono;time;-1;3600.10;14499.36;9827.0
zipcpu_zipcpu_piped-p163;avr;uns;-1;26.89;410.20;7043.0;btormc;time;-1;3600.09;3599.87;2704.0;cosa2;time;-1;3600.11;14499.11;5266.0;nuxmv;uns;-1;1478.04;4431.73;4733.0;pono;time;-1;3600.10;14496.65;13568.0
zipcpu_zipcpu_piped-p177;avr;uns;-1;1.46;12.94;1403.0;btormc;uns;-1;0.36;0.26;27.0;cosa2;uns;-1;0.42;0.99;117.0;nuxmv;uns;-1;2.52;5.19;313.0;pono;uns;-1;0.40;1.11;123.0
zipcpu_zipcpu_piped-p183;avr;uns;-1;1.73;17.27;1617.0;btormc;time;-1;3600.09;3599.97;2393.0;cosa2;uns;-1;182.86;735.90;2578.0;nuxmv;uns;-1;64.80;192.23;1297.0;pono;uns;-1;33.04;132.82;1374.0
zipcpu_zipcpu_piped-p185;avr;uns;-1;1.52;13.32;1486.0;btormc;time;-1;3600.09;3599.95;2347.0;cosa2;uns;-1;262.89;1058.08;3483.0;nuxmv;uns;-1;111.39;331.91;1958.0;pono;uns;-1;41.12;165.33;1890.0
zipcpu_zipcpu_piped-p205;avr;uns;-1;1.34;10.80;1170.0;btormc;uns;-1;0.31;0.19;20.0;cosa2;uns;-1;0.42;1.29;118.0;nuxmv;uns;-1;3.53;8.28;379.0;pono;uns;-1;0.37;1.14;124.0
zipcpu_zipcpu_piped-p210;avr;uns;-1;1.37;10.87;1215.0;btormc;uns;-1;0.32;0.30;27.0;cosa2;uns;-1;0.42;0.98;115.0;nuxmv;uns;-1;4.43;11.02;396.0;pono;uns;-1;0.39;1.03;118.0
zipcpu_zipcpu_piped-p211;avr;uns;-1;34.74;535.81;9048.0;btormc;time;-1;3600.09;3599.90;2555.0;cosa2;time;-1;3600.09;14496.16;6405.0;nuxmv;time;-1;3600.10;7308.97;6180.0;pono;time;-1;3600.10;14496.83;15299.0
zipcpu_zipcpu_piped-p214;avr;uns;-1;1.66;16.09;1608.0;btormc;time;-1;3600.09;3599.91;1892.0;cosa2;uns;-1;1178.06;4743.16;6654.0;nuxmv;uns;-1;81.21;241.41;1739.0;pono;time;-1;3600.10;14497.67;22779.0
zipcpu_zipcpu_piped-p218;avr;uns;-1;1.62;15.15;1613.0;btormc;time;-1;3600.10;3599.95;2175.0;cosa2;time;-1;3600.09;13946.35;10209.0;nuxmv;uns;-1;163.27;487.59;2380.0;pono;time;-1;3600.10;14497.03;21268.0
zipcpu_zipcpu_piped-p219;avr;uns;-1;1.11;7.66;960.0;btormc;uns;-1;0.15;0.10;17.0;cosa2;uns;-1;0.27;0.59;90.0;nuxmv;uns;-1;1.13;1.26;189.0;pono;uns;-1;0.30;0.72;123.0
zipcpu_zipcpu_piped-p223;avr;uns;-1;1.34;10.32;1254.0;btormc;uns;-1;0.32;0.29;20.0;cosa2;uns;-1;0.42;0.98;117.0;nuxmv;uns;-1;1.96;3.94;290.0;pono;uns;-1;0.40;1.09;122.0
zipcpu_zipcpu_piped-p224;avr;uns;-1;2.06;21.72;1963.0;btormc;time;-1;3600.10;3599.95;1993.0;cosa2;uns;-1;1478.02;5951.35;6992.0;nuxmv;uns;-1;116.37;346.97;1852.0;pono;time;-1;3600.10;14497.46;21522.0
zipcpu_zipcpu_piped-p226;avr;uns;-1;1.24;9.92;1183.0;btormc;uns;-1;0.35;0.27;27.0;cosa2;uns;-1;0.40;1.01;117.0;nuxmv;uns;-1;1.74;2.77;270.0;pono;uns;-1;0.40;1.04;121.0
zipcpu_zipcpu_piped-p262;avr;uns;-1;1.60;14.33;1474.0;btormc;time;-1;3600.09;3599.99;5028.0;cosa2;uns;-1;975.31;3926.70;5005.0;nuxmv;uns;-1;73.58;218.59;1402.0;pono;uns;-1;62.92;252.83;2082.0
zipcpu_zipcpu_piped-p267;avr;uns;-1;1.11;7.45;967.0;btormc;uns;-1;0.07;0.00;0.0;cosa2;uns;-1;0.27;0.62;95.0;nuxmv;uns;-1;1.06;0.99;160.0;pono;uns;-1;0.30;0.72;123.0
zipcpu_zipcpu_piped-p275;avr;uns;-1;1.32;10.29;1185.0;btormc;uns;-1;0.31;0.20;20.0;cosa2;uns;-1;0.41;1.03;117.0;nuxmv;uns;-1;3.20;7.33;336.0;pono;uns;-1;0.38;1.10;123.0
zipcpu_zipcpu_piped-p288;avr;uns;-1;1.31;10.34;1202.0;btormc;uns;-1;0.31;0.20;20.0;cosa2;uns;-1;0.41;0.99;118.0;nuxmv;uns;-1;1.95;3.47;290.0;pono;uns;-1;0.38;1.12;123.0
zipcpu_zipcpu_piped-p295;avr;uns;-1;1.28;9.29;1152.0;btormc;uns;-1;0.32;0.29;25.0;cosa2;uns;-1;0.41;0.99;117.0;nuxmv;uns;-1;8.11;22.23;581.0;pono;uns;-1;0.38;1.10;123.0
zipcpu_zipcpu_piped-p308;avr;uns;-1;1.47;12.17;1207.0;btormc;uns;-1;0.16;0.09;15.0;cosa2;uns;-1;0.27;0.61;93.0;nuxmv;uns;-1;1.39;1.99;235.0;pono;uns;-1;0.32;0.70;123.0
zipcpu_zipcpu_piped-p309;avr;uns;-1;1.25;9.55;1154.0;btormc;uns;-1;0.33;0.29;27.0;cosa2;uns;-1;0.42;1.27;115.0;nuxmv;uns;-1;1.98;3.80;286.0;pono;uns;-1;0.37;1.13;124.0
zipcpu_zipcpu_piped-p315;avr;uns;-1;1.24;9.44;1163.0;btormc;uns;-1;0.31;0.19;20.0;cosa2;uns;-1;0.40;1.00;118.0;nuxmv;uns;-1;9.74;26.63;622.0;pono;uns;-1;0.39;1.13;123.0
zipcpu_zipcpu_piped-p323;avr;uns;-1;1.27;9.73;1129.0;btormc;uns;-1;0.14;0.09;17.0;cosa2;uns;-1;0.27;0.60;92.0;nuxmv;uns;-1;1.25;1.52;203.0;pono;uns;-1;0.31;0.71;123.0
zipcpu_zipcpu_piped-p327;avr;uns;-1;19.90;298.25;6831.0;btormc;time;-1;3600.09;3599.87;2919.0;cosa2;time;-1;3600.10;14498.49;6319.0;nuxmv;uns;-1;1626.06;4875.67;5480.0;pono;time;-1;3600.12;14498.33;14194.0
zipcpu_zipcpu_piped-p330;avr;uns;-1;1.47;12.83;1398.0;btormc;uns;-1;341.35;341.29;670.0;cosa2;uns;-1;441.08;1775.80;4584.0;nuxmv;uns;-1;181.55;542.50;2464.0;pono;uns;-1;34.45;138.45;1940.0
zipcpu_zipcpu_piped-p342;avr;uns;-1;1.47;12.51;1424.0;btormc;time;-1;3600.09;3599.95;3103.0;cosa2;uns;-1;393.34;1583.54;5031.0;nuxmv;uns;-1;82.67;245.90;1210.0;pono;uns;-1;21.14;84.90;1125.0
zipcpu_zipcpu_piped-p344;avr;uns;-1;1.32;10.29;1267.0;btormc;uns;-1;0.31;0.20;20.0;cosa2;uns;-1;0.40;0.99;118.0;nuxmv;uns;-1;1.94;3.53;290.0;pono;uns;-1;0.39;1.13;123.0
zipcpu_zipcpu_piped-p347;avr;uns;-1;1.31;10.33;1241.0;btormc;uns;-1;0.31;0.20;20.0;cosa2;uns;-1;0.41;1.01;117.0;nuxmv;uns;-1;2.00;3.74;299.0;pono;uns;-1;0.39;1.12;123.0
zipcpu_zipcpu_piped-p350;avr;uns;-1;1.58;14.94;1525.0;btormc;uns;-1;0.33;0.30;26.0;cosa2;uns;-1;0.41;1.00;117.0;nuxmv;uns;-1;2.00;3.79;298.0;pono;uns;-1;0.39;1.09;123.0
zipcpu_zipcpu_piped-p351;avr;unk;-1;3573.94;43678.47;27116.0;btormc;time;-1;3600.09;3599.94;1513.0;cosa2;time;-1;3600.10;14495.18;3605.0;nuxmv;time;-1;3600.09;8852.06;2776.0;pono;time;-1;3600.10;14500.15;8563.0
zipcpu_zipcpu_piped-p372;avr;uns;-1;1.42;11.49;1240.0;btormc;uns;-1;0.31;0.20;20.0;cosa2;uns;-1;0.42;1.01;117.0;nuxmv;uns;-1;1.93;3.51;292.0;pono;uns;-1;0.38;1.12;123.0
zipcpu_zipcpu_piped-p378;avr;uns;-1;1.33;10.63;1050.0;btormc;uns;-1;0.15;0.10;16.0;cosa2;uns;-1;0.26;0.62;93.0;nuxmv;uns;-1;1.28;1.64;218.0;pono;uns;-1;0.30;0.70;123.0
zipcpu_zipcpu_piped-p381;avr;uns;-1;1.54;13.61;1391.0;btormc;uns;-1;0.32;0.19;20.0;cosa2;uns;-1;0.42;0.98;115.0;nuxmv;uns;-1;5.18;13.29;411.0;pono;uns;-1;0.60;1.03;117.0
zipcpu_zipcpu_piped-p389;avr;uns;-1;1.90;19.23;1901.0;btormc;time;-1;3600.10;3599.92;2766.0;cosa2;time;-1;3600.10;14497.97;8812.0;nuxmv;uns;-1;118.75;353.92;1636.0;pono;time;-1;3600.10;14498.35;18781.0
zipcpu_zipcpu_piped-p390;avr;uns;-1;1.45;11.86;1258.0;btormc;uns;-1;0.32;0.29;27.0;cosa2;uns;-1;0.42;0.97;116.0;nuxmv;uns;-1;8.34;22.58;620.0;pono;uns;-1;0.60;0.99;116.0
zipcpu_zipcpu_piped-p399;avr;unk;-1;3573.63;30342.49;18475.0;btormc;time;-1;3600.09;3599.90;1387.0;cosa2;time;-1;3600.10;14496.29;3552.0;nuxmv;time;-1;3600.09;7650.47;2023.0;pono;time;-1;3600.10;14497.89;7977.0
zipcpu_zipcpu_piped-p423;avr;uns;-1;1.34;10.62;1223.0;btormc;uns;-1;0.31;0.19;20.0;cosa2;uns;-1;0.42;1.01;117.0;nuxmv;uns;-1;1.99;3.74;282.0;pono;uns;-1;0.39;1.10;123.0
zipcpu_zipcpu_piped-p431;avr;uns;-1;1.33;10.60;1203.0;btormc;uns;-1;0.32;0.29;26.0;cosa2;uns;-1;0.42;1.02;118.0;nuxmv;uns;-1;1.95;3.51;275.0;pono;uns;-1;0.40;1.10;123.0
zipcpu_zipcpu_piped-p442;avr;uns;-1;1.20;8.51;1178.0;btormc;uns;-1;0.33;0.30;27.0;cosa2;uns;-1;0.42;0.99;116.0;nuxmv;uns;-1;1.68;2.86;271.0;pono;uns;-1;0.60;1.01;117.0
zipcpu_zipcpu_piped-p448;avr;uns;-1;8.03;108.70;4996.0;btormc;time;-1;3600.09;3599.96;2928.0;cosa2;time;-1;3600.10;13894.64;10094.0;nuxmv;uns;-1;158.82;474.16;1738.0;pono;time;-1;3600.09;14496.46;18906.0
zipcpu_zipcpu_piped-p466;avr;uns;-1;1055.67;16145.35;19355.0;btormc;time;-1;3600.09;3599.92;1415.0;cosa2;time;-1;3600.10;14497.59;3567.0;nuxmv;time;-1;3600.09;7455.63;2924.0;pono;time;-1;3600.10;14495.17;8800.0
zipcpu_zipcpu_piped-p472;avr;uns;-1;458.26;6966.68;15038.0;btormc;time;-1;3600.09;3599.98;1482.0;cosa2;time;-1;3600.10;14496.43;3615.0;nuxmv;uns;-1;787.55;2360.44;2052.0;pono;time;-1;3600.10;14496.75;9560.0
zipcpu_zipcpu_piped-p475;avr;uns;-1;1.33;10.72;1243.0;btormc;uns;-1;0.32;0.30;27.0;cosa2;uns;-1;0.43;1.35;136.0;nuxmv;uns;-1;2.00;3.66;297.0;pono;uns;-1;0.60;1.00;116.0
zipcpu_zipcpu_piped-p476;avr;uns;-1;5.75;73.11;3390.0;btormc;time;-1;3600.09;3599.97;3548.0;cosa2;time;-1;3600.10;14497.07;6879.0;nuxmv;uns;-1;104.56;311.58;1802.0;pono;uns;-1;1182.42;4760.85;7806.0
zipcpu_zipcpu_piped-p479;avr;uns;-1;1.64;15.40;1426.0;btormc;time;-1;3600.09;3599.98;2658.0;cosa2;time;-1;3600.10;14499.13;9427.0;nuxmv;uns;-1;108.16;322.21;1416.0;pono;uns;-1;370.32;1489.95;5593.0
zipcpu_zipcpu_piped-p481;avr;uns;-1;32.96;507.94;7565.0;btormc;time;-1;3600.09;3599.91;3005.0;cosa2;time;-1;3600.10;14497.63;6586.0;nuxmv;uns;-1;397.87;1191.35;1883.0;pono;time;-1;3600.10;14500.02;16967.0
zipcpu_zipcpu_piped-p509;avr;uns;-1;1.63;15.78;1593.0;btormc;time;-1;3600.09;3599.95;3523.0;cosa2;uns;-1;30.58;122.59;1553.0;nuxmv;uns;-1;38.65;113.55;1350.0;pono;uns;-1;43.37;173.39;2021.0
zipcpu_zipcpu_piped-p516;avr;uns;-1;1.62;14.69;1643.0;btormc;time;-1;3600.09;3599.96;1963.0;cosa2;time;-1;3600.09;13763.39;10184.0;nuxmv;uns;-1;147.87;441.55;2208.0;pono;time;-1;3600.10;14498.42;19593.0
zipcpu_zipcpu_piped-p518;avr;uns;-1;37.07;573.32;9581.0;btormc;time;-1;3600.09;3599.95;2568.0;cosa2;uns;-1;2111.78;8504.81;5468.0;nuxmv;uns;-1;188.48;563.16;2393.0;pono;uns;-1;1210.09;4872.66;7919.0
zipcpu_zipcpu_piped-p520;avr;uns;-1;36.51;563.74;9505.0;btormc;time;-1;3600.09;3599.92;2385.0;cosa2;uns;-1;476.44;1918.25;3001.0;nuxmv;uns;-1;227.74;680.90;2109.0;pono;uns;-1;228.55;920.13;3756.0
zipcpu_zipcpu_piped-p525;avr;uns;-1;1.69;15.42;1486.0;btormc;uns;-1;0.38;0.29;27.0;cosa2;uns;-1;0.47;1.40;139.0;nuxmv;uns;-1;2.46;5.43;330.0;pono;uns;-1;0.44;1.51;145.0
zipcpu_zipcpu_piped-p528;avr;uns;-1;1.64;15.38;1488.0;btormc;uns;-1;0.36;0.30;27.0;cosa2;uns;-1;0.45;1.40;140.0;nuxmv;uns;-1;3.36;7.93;371.0;pono;uns;-1;0.43;1.50;145.0
zipcpu_zipcpu_piped-p529;avr;uns;-1;1.66;15.60;1527.0;btormc;uns;-1;0.32;0.30;27.0;cosa2;uns;-1;0.42;1.28;115.0;nuxmv;uns;-1;2.01;3.70;298.0;pono;uns;-1;0.39;1.12;123.0
